id,name,task_description,area,budgeted_amount,status,asset_id,asset_type,fiscal_year,start_date,inactive,neighborhood
435286799,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Prayer and Deliverance Community Opportunities (PADCO),Administration/Sub-Award,2500,Planned,,Non-Asset,2017,2017-02-08,,
1565662227,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,City Council's Unspecified Local Option,Administration/Sub-Award,75000,Planned,,Non-Asset,2017,2017-02-08,,
1835066902,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Bloomfield Preservation and Heritage,Administration/Sub-Award,2500,Planned,,Non-Asset,2017,2017-02-08,,
880832154,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Greater Pittsburgh Community Food Bank,Administration/Sub-Award,2500,Planned,,Non-Asset,2017,2017-02-08,,
1509885810,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,City Council's Unspecified Local Option,Administration/Sub-Award,75000,Planned,,Non-Asset,2017,2017-02-08,,
1864592856,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Poise Foundation,Administration/Sub-Award,75000,Planned,,Non-Asset,2017,2017-02-08,,
1634050597,COMMUNITY-BASED ORGANIZATIONS,Improve Housing and Economic Development in Distressed Areas of the City,Administration/Sub-Award,600000,Planned,,Non-Asset,2017,2017-02-08,,
731230156,COMPREHENSIVE PLAN,Park Standards & Adopt-A-Park Toolkit,Administration/Sub-Award,40000,Planned,,Non-Asset,2017,2017-02-08,,
1655756360,COMPREHENSIVE PLAN,Park Standards & Adopt-A-Park Toolkit,Administration/Sub-Award,40000,Planned,,Non-Asset,2017,2017-02-08,,
283816953,DEMOLITION OF CONDEMNED BUILDINGS,Party Wall Program,Public Safety,500000,Planned,,Non-Asset,2017,2017-02-08,,
590226425,DEMOLITION OF CONDEMNED BUILDINGS,Demolition of Vacant Properties,Public Safety,1800000,Planned,,Non-Asset,2017,2017-02-08,,
1478926566,DEMOLITION OF CONDEMNED BUILDINGS,Accamando Center Busway Entry Plan Saw Mill Run Blvd across from Maytide,Public Safety,50000,Planned,,Non-Asset,2017,2017-02-08,,
209060648,"DESIGN, CONSTRUCTION, AND INSPECTION SERVICES",Structures Engineering,Engineering and Construction,150000,Planned,,Non-Asset,2017,2017-02-08,,
368069498,"DESIGN, CONSTRUCTION, AND INSPECTION SERVICES",Infrastructure Engineering,Engineering and Construction,200000,Planned,,Non-Asset,2017,2017-02-08,,
1215759115,"DESIGN, CONSTRUCTION, AND INSPECTION SERVICES",CM/CI Services,Engineering and Construction,200000,Planned,,Non-Asset,2017,2017-02-08,,
525620358,ECONOMIC DEVELOPMENT AND HOUSING,Residential Fa̤ades Improved,Neighborhood and Community Development,150000,Planned,,Non-Asset,2017,2017-02-08,,
66641140,ECONOMIC DEVELOPMENT AND HOUSING,New/Substantially Renovated for Sale Housing Units Developed,Neighborhood and Community Development,300000,Planned,,Non-Asset,2017,2017-02-08,,
553135045,ECONOMIC DEVELOPMENT AND HOUSING,New/Substantially Renovated For Sale Housing Units Developed,Neighborhood and Community Development,500000,Planned,,Non-Asset,2017,2017-02-08,,
1906344201,ECONOMIC DEVELOPMENT AND HOUSING,New/Substantially Renovated Rental Units Developed,Neighborhood and Community Development,500000,Planned,,Non-Asset,2017,2017-02-08,,
1648845719,ECONOMIC DEVELOPMENT AND HOUSING,New/Substantially Renovated Rental Units Developed,Neighborhood and Community Development,500000,Planned,,Non-Asset,2017,2017-02-08,,
751438497,ECONOMIC DEVELOPMENT AND HOUSING,New/Substantially Renovated For Sale Housing Units Developed,Neighborhood and Community Development,500000,Planned,,Non-Asset,2017,2017-02-08,,
632493130,ECONOMIC DEVELOPMENT AND HOUSING,Owner Occupied Homes Rehabilitated,Neighborhood and Community Development,750000,Planned,,Non-Asset,2017,2017-02-08,,
1830027773,EMERGENCY SOLUTIONS GRANT,"Shelter, Rapid Rehousing, Homeless Prevention, and Street Outreach Assistance",Administration/Sub-Award,1149245,Planned,,Non-Asset,2017,2017-02-08,,
1867277561,FACILITY IMPROVEMENTS,Fire Stations - Aprons,Facility Improvement,150000,Planned,,Non-Asset,2017,2017-02-08,,
622753519,FACILITY IMPROVEMENTS,Fire Stations - Bay Floors,Facility Improvement,175000,Planned,,Non-Asset,2017,2017-02-08,,
1921804330,FACILITY IMPROVEMENTS,Facilities Division Emergency Repairs,Facility Improvement,200000,Planned,,Non-Asset,2017,2017-02-08,,
771985638,FACILITY IMPROVEMENTS,Facilities Optimization Plan Phase II,Facility Improvement,1000000,Planned,,Non-Asset,2017,2017-02-08,,
941886262,FAIR HOUSING,"Administration, Education, and Training Related to Fair Housing",Administration/Sub-Award,100000,Planned,,Non-Asset,2017,2017-02-08,,
1208057911,FIREFIGHTING EQUIPMENT,Digital Control Dispatch Consoles (2),Public Safety,200000,Planned,,Non-Asset,2017,2017-02-08,,
299395649,FIREFIGHTING EQUIPMENT,EMS Station Installations (11),Public Safety,550000,Planned,,Non-Asset,2017,2017-02-08,,
1988052721,FIREFIGHTING EQUIPMENT,Fire Station Installations (29),Public Safety,1450000,Planned,,Non-Asset,2017,2017-02-08,,
491681199,FLEX BEAM GUIDERAILS AND FENCING,Flex Beam Guiderails,Engineering and Construction,50000,Planned,,Non-Asset,2017,2017-02-08,,
60578928,HOUSING OPPORTUNITIES FOR PERSONS WITH AIDS,Rental Assistance and Referral Services,Administration/Sub-Award,735136,Planned,,Non-Asset,2017,2017-02-08,,
60948457,INFORMATION SYSTEMS MODERNIZATION,Public Safety Monitoring and IT Improvements,Administration/Sub-Award,500000,Planned,,Non-Asset,2017,2017-02-08,,
2036506042,INTEGRATED SELF-ASSESSED BUSINESS TAX AND REVENUE SYSTEM,New Revenue System,Administration/Sub-Award,750000,Planned,,Non-Asset,2017,2017-02-08,,
574534080,LITTER CAN UPGRADES AND MONITORING,Sensor Installation and Monitoring Costs,Facility Improvement,50000,Planned,,Non-Asset,2017,2017-02-08,,
544115725,LITTER CAN UPGRADES AND MONITORING,Purchase of 200 New Victor Stanley Litter Cans,Facility Improvement,240000,Planned,,Non-Asset,2017,2017-02-08,,
479425859,MAJOR DEVELOPMENTS,Closed Schools and Municipal Asset Stewardship,Neighborhood and Community Development,100000,Planned,,Non-Asset,2017,2017-02-08,,
203573570,MAJOR DEVELOPMENTS,Brownfield Development,Neighborhood and Community Development,150000,Planned,,Non-Asset,2017,2017-02-08,,
1303831872,MAJOR DEVELOPMENTS,"Public Space Improvements, Transit Improvements, Park and Open Space Development, and Other Infrastructure Improvements",Neighborhood and Community Development,150000,Planned,,Non-Asset,2017,2017-02-08,,
1878597962,MAYOR'S UNSPECIFIED LOCAL OPTION,Mayor's Unspecified Local Option,Administration/Sub-Award,300000,Planned,,Non-Asset,2017,2017-02-08,,
1222978558,NEIGHBORHOOD EMPLOYMENT CENTERS,Support for Employment Program,Administration/Sub-Award,150000,Planned,,Non-Asset,2017,2017-02-08,,
762616575,PARK RECONSTRUCTION - REGIONAL ASSET DISTRICT PARKS,Parks Equipment,Facility Improvement,100000,Completed,,Non-Asset,2017,2017-02-08,,
2146539139,PARK RECONSTRUCTION - REGIONAL ASSET DISTRICT PARKS,Wall/Sidewalk/Step Renovations,Facility Improvement,150000,Completed,,Non-Asset,2018,2018-04-04,,
1965587133,PARK RECONSTRUCTION - REGIONAL ASSET DISTRICT PARKS,Street Resurfacing,Facility Improvement,240000,Completed,,Non-Asset,2017,2017-02-08,,
1027214956,PARK RECONSTRUCTION - REGIONAL ASSET DISTRICT PARKS,Major Playground Renovations,Facility Improvement,330000,Completed,,Non-Asset,2018,2018-04-04,,
1936205750,PENNDOT LOCAL SHARE (TIP),PennDOT ADA Ramp Reconstruction,Engineering and Construction,100000,Planned,,Non-Asset,2017,2017-02-08,,
829194288,PENNDOT LOCAL SHARE (TIP),PennDOT Investments in City Infrastructure,Engineering and Construction,100000,Planned,,Non-Asset,2017,2017-02-08,,
1003425822,PITTSBURGH EMPLOYMENT PROGRAM,Support for Employment Program,Administration/Sub-Award,150000,Planned,,Non-Asset,2017,2017-02-08,,
1221859304,PITTSBURGH SUMMER YOUTH EMPLOYMENT PROGRAM,Support for Employment Program,Administration/Sub-Award,700000,Planned,,Non-Asset,2017,2017-02-08,,
193202779,PLAY AREA IMPROVEMENTS,Playground Audit - 38 Playgrounds,Facility Improvement,50000,Completed,,Non-Asset,2017,2017-02-08,,
1565453060,PLAY AREA IMPROVEMENTS,Playground Audits - 56 Playgrounds in CDBG areas,Facility Improvement,72800,Completed,,Non-Asset,2017,2017-02-08,,
113240244,PLAY AREA IMPROVEMENTS,Inclusive/Accessible Playground Project,Facility Improvement,100000,Planned,,Non-Asset,2018,2018-04-04,,
71875741,POOL REHABILITATION,Pump Replacement,Facility Improvement,50000,Completed,,Non-Asset,2017,2017-02-08,,
1424719656,POOL REHABILITATION,"Bathroom Renovations to Achieve ADA Compliance Schenley, Riverview, Sue Murray, Ormsby",Facility Improvement,75000,Completed,,Non-Asset,2017,2017-02-08,,
1794700793,RAMP AND PUBLIC SIDEWALK,City Sidewalks,Engineering and Construction,50000,Planned,,Non-Asset,2017,2017-02-08,,
337260139,RAMP AND PUBLIC SIDEWALK,ADA Curb Ramps and Public Sidewalks,Engineering and Construction,100000,Planned,,Non-Asset,2017,2017-02-08,,
655375912,SENIOR COMMUNITY PROGRAM,Senior Community Program,Administration/Sub-Award,750000,Planned,,Non-Asset,2017,2017-02-08,,
1437091658,SIGNAGE AND WAYFINDING,Wayfinding Signage - Construction,Neighborhood and Community Development,105998,Planned,,Non-Asset,2017,2017-02-08,,
1714857715,SIGNAGE AND WAYFINDING,Wayfinding Signage - Construction,Neighborhood and Community Development,436102,Planned,,Non-Asset,2017,2017-02-08,,
694053351,STEP REPAIR AND REPLACEMENT,City Accelerator Step Assessment,Engineering and Construction,100000,Planned,,Non-Asset,2017,2017-02-08,,
2034448920,STEP REPAIR AND REPLACEMENT,City Accelerator Step Assessment,Engineering and Construction,100000,Planned,,Non-Asset,2017,2017-02-08,,
1449414446,STREET RESURFACING,Bike and Pedestrian Thermoplastic Paint,Engineering and Construction,200000,Planned,,Non-Asset,2017,2017-02-08,,
865803673,STREET RESURFACING,Bituminous,Engineering and Construction,247800,Planned,,Non-Asset,2017,2017-02-08,,
587640297,STREET RESURFACING,Concrete,Engineering and Construction,250000,Planned,,Non-Asset,2017,2017-02-08,,
1558979641,STREET RESURFACING,Bituminous,Engineering and Construction,270000,Planned,,Non-Asset,2017,2017-02-08,,
1999360877,STREET RESURFACING,Pavement Markings,Engineering and Construction,465000,Planned,,Non-Asset,2017,2017-02-08,,
92641545,STREET RESURFACING,Crack Sealing,Engineering and Construction,465000,Planned,,Non-Asset,2017,2017-02-08,,
1805286209,STREET RESURFACING,Ramps,Engineering and Construction,472170,Planned,,Non-Asset,2017,2017-02-08,,
1902507792,STREET RESURFACING,Ramps,Engineering and Construction,477830,Planned,,Non-Asset,2017,2017-02-08,,
1730837914,STREET RESURFACING,Pothole Materials,Engineering and Construction,620000,Planned,,Non-Asset,2017,2017-02-08,,
1519237168,STREET RESURFACING,Brick/Block,Engineering and Construction,750000,Planned,,Non-Asset,2017,2017-02-08,,
260852692,STREET RESURFACING,Bituminous,Engineering and Construction,10516025,Planned,,Non-Asset,2017,2017-02-08,,
1817977216,TRAIL DEVELOPMENT,Trolley Trail Phase 2,Engineering and Construction,61935.28,Planned,,Non-Asset,2017,2017-02-08,,
1857056005,TRAIL DEVELOPMENT,Trolley Trail Phase 2,Engineering and Construction,247741.12,Planned,,Non-Asset,2017,2017-02-08,,
830298550,URBAN LEAGUE- HOUSING COUNSELING,Housing Counseling for Low- and Moderate-Income Residents,Administration/Sub-Award,100000,Planned,,Non-Asset,2017,2017-02-08,,
1932663062,URBAN REDEVELOPMENT AUTHORITY PERSONNEL,HOME program administration,Administration/Sub-Award,160000,Planned,,Non-Asset,2017,2017-02-08,,
480115367,URBAN REDEVELOPMENT AUTHORITY PERSONNEL,"Housing Initiatives, Business Development, Major Projects",Administration/Sub-Award,2000000,Planned,,Non-Asset,2017,2017-02-08,,
1030719487,URBAN REDEVELOPMENT AUTHORITY PROPERTY MAINTENANCE,URA owned properties cleared of grass/weeds/snow,Neighborhood and Community Development,400000,Planned,,Non-Asset,2017,2017-02-08,,
143244129,WAR MEMORIALS AND PUBLIC ART,War Memorial and Public Art Conservation,Neighborhood and Community Development,50000,Planned,,Non-Asset,2017,2017-02-08,,
1399139836,WATER FEATURE UPGRADES,Water Meters and Backflow Preventers,Facility Improvement,200000,In Progress,,Non-Asset,2018,2018-09-26,,
1084895027,WATER FEATURE UPGRADES,Water Meters and Backflow Preventers,Facility Improvement,200000,In Progress,,Non-Asset,2018,2018-09-26,,
477769945,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Center for Victims / Pittsburgh Mediation Center,Administration/Sub-Award,2500,Planned,,Non-Asset,2018,2018-02-12,,
1018912684,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,District 1 Seniors and Low & Moderate Income Residents,Administration/Sub-Award,65000,Planned,,Non-Asset,2018,2018-02-12,,
1631744413,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,District 2 CDBG ULO,Administration/Sub-Award,65000,Planned,,Non-Asset,2018,2018-02-12,,
1465214210,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,District 3 CDBG ULO,Administration/Sub-Award,65000,Planned,,Non-Asset,2018,2018-02-12,,
1112563620,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,District 4 CDBG ULO,Administration/Sub-Award,65000,Planned,,Non-Asset,2018,2018-02-12,,
264540782,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,District 5 CDBG ULO,Administration/Sub-Award,65000,Planned,,Non-Asset,2018,2018-02-12,,
2030330903,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,District 6 CDBG ULO,Administration/Sub-Award,65000,Planned,,Non-Asset,2018,2018-02-12,,
39944590,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,District 7 CDBG ULO,Administration/Sub-Award,65000,Planned,,Non-Asset,2018,2018-02-12,,
989736028,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,District 8 CDBG ULO,Administration/Sub-Award,65000,Planned,,Non-Asset,2018,2018-02-12,,
59228036,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Greater Pittsburgh Community Food Bank,Administration/Sub-Award,65000,Planned,,Non-Asset,2018,2018-02-12,,
1273791747,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Pittsburgh Action Against Rape,Administration/Sub-Award,2500,Planned,,Non-Asset,2018,2018-02-12,,
687575657,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Pittsburgh Community Services - Hunger,Administration/Sub-Award,64000,Planned,,Non-Asset,2018,2018-02-12,,
1588525402,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Pittsburgh Community Services - Safety,Administration/Sub-Award,16000,Planned,,Non-Asset,2018,2018-02-12,,
1383932361,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Poise Foundation,Administration/Sub-Award,65000,Planned,,Non-Asset,2018,2018-02-12,,
1515934707,ADA COMPLIANCE,Interpretive Services,Administration/Sub-Award,15000,Planned,,Non-Asset,2018,2018-02-12,,
1072948182,ADA COMPLIANCE,Rug Tiles in City Facilities,Administration/Sub-Award,5000,Planned,,Non-Asset,2018,2018-02-12,,
1406240205,CULTURAL HERITAGE PLAN,Cultural Heritage Plan Implementation and Architectural Inventory,Administration/Sub-Award,80000,Planned,,Non-Asset,2018,2018-02-12,,
536378457,WAR MEMORIALS AND PUBLIC ART,War Memorial and Public Art Conservation,Neighborhood and Community Development,50000,Planned,,Non-Asset,2018,2018-02-12,,
632910184,FAIR HOUSING,"Administration, Education, and Training Related to Fair Housing",Administration/Sub-Award,100000,Planned,,Non-Asset,2018,2018-02-12,,
527484134,CAPITAL EQUIPMENT ACQUISITION,ANIMAL CONTROL - DEAD ANIMAL TRUCK (1),Vehicles and Equipment,62521.27,Planned,,Non-Asset,2018,2018-02-12,,
780156467,CAPITAL EQUIPMENT ACQUISITION,DPLI - ELECTRIC SEDANS (5),Vehicles and Equipment,150000,Planned,,Non-Asset,2018,2018-02-12,,
25010176,CAPITAL EQUIPMENT ACQUISITION,DPW-ENVIRONMENTAL SERVICES - 25 YARD REFUSE PACKER (3),Vehicles and Equipment,866567.52,Planned,,Non-Asset,2018,2018-02-12,,
1371006551,CAPITAL EQUIPMENT ACQUISITION,DPW-ENVIRONMENTAL SERVICES - ONE TON FOREMAN TRUCK (3),Vehicles and Equipment,134462.52,Planned,,Non-Asset,2018,2018-02-12,,
2111277362,CAPITAL EQUIPMENT ACQUISITION,DPW-ENVIRONMENTAL SERVICES - PICKUP TRUCK (2),Vehicles and Equipment,68000,Planned,,Non-Asset,2018,2018-02-12,,
1487959859,CAPITAL EQUIPMENT ACQUISITION,DPW-PARKS/FORESTRY/HEAVY - AGRICULTURE TRACTOR (1),Vehicles and Equipment,48500,Planned,,Non-Asset,2018,2018-02-12,,
922906873,CAPITAL EQUIPMENT ACQUISITION,DPW-PARKS/FORESTRY/HEAVY - BRUSH CUTTER (1),Vehicles and Equipment,4900,Planned,,Non-Asset,2018,2018-02-12,,
412118071,CAPITAL EQUIPMENT ACQUISITION,DPW-PARKS/FORESTRY/HEAVY - PICKUP TRUCK (1),Vehicles and Equipment,34000,Planned,,Non-Asset,2018,2018-02-12,,
2074138352,CAPITAL EQUIPMENT ACQUISITION,DPW-PARKS/FORESTRY/HEAVY - STUMP GRINDER TOW BEHIND (1),Vehicles and Equipment,47000,Planned,,Non-Asset,2018,2018-02-12,,
471774032,CAPITAL EQUIPMENT ACQUISITION,DPW-STREETS - FIVE TON DUMP TRUCK (4),Vehicles and Equipment,571200,Planned,,Non-Asset,2018,2018-02-12,,
1888053167,CAPITAL EQUIPMENT ACQUISITION,DPW-STREETS - ONE TON DUMP TRUCK (2),Vehicles and Equipment,178948.8,Planned,,Non-Asset,2018,2018-02-12,,
1306081806,CAPITAL EQUIPMENT ACQUISITION,DPW-STREETS - RAT PACKER (3),Vehicles and Equipment,306000,Planned,,Non-Asset,2018,2018-02-12,,
590128150,CAPITAL EQUIPMENT ACQUISITION,DPW-STREETS - TEN TON DUMP TRUCK (3),Vehicles and Equipment,459000,Planned,,Non-Asset,2018,2018-02-12,,
1216492190,CAPITAL EQUIPMENT ACQUISITION,DPW-STREETS - WALK BEHIND PACKER (3),Vehicles and Equipment,30000,Planned,,Non-Asset,2018,2018-02-12,,
602885621,CAPITAL EQUIPMENT ACQUISITION,EMS - EMT AMBULANCE (2),Vehicles and Equipment,350000,Planned,,Non-Asset,2018,2018-02-12,,
1442481923,CAPITAL EQUIPMENT ACQUISITION,EMS - LARGE SUV - DISTRICT CHIEF (1),Vehicles and Equipment,73000,Planned,,Non-Asset,2018,2018-02-12,,
1735421275,CAPITAL EQUIPMENT ACQUISITION,EMS - LARGE SUV - SUPERVISOR (1),Vehicles and Equipment,110000,Planned,,Non-Asset,2018,2018-02-12,,
627883914,CAPITAL EQUIPMENT ACQUISITION,EMS - MEDIC AMBULANCE (1),Vehicles and Equipment,305000,Planned,,Non-Asset,2018,2018-02-12,,
767654850,CAPITAL EQUIPMENT ACQUISITION,EMS - MEDIC AMBULANCE (3),Vehicles and Equipment,915000,Planned,,Non-Asset,2018,2018-02-12,,
1338957196,CAPITAL EQUIPMENT ACQUISITION,EMS - MEDIUM SUV -  SUPERVISOR (1),Vehicles and Equipment,40000,Planned,,Non-Asset,2018,2018-02-12,,
1727115263,CAPITAL EQUIPMENT ACQUISITION,EMS - MINI VAN - SUPPORT VEHICLE (3),Vehicles and Equipment,90000,Planned,,Non-Asset,2018,2018-02-12,,
1553829977,CAPITAL EQUIPMENT ACQUISITION,EMS - RESCUE BOAT (1),Vehicles and Equipment,550000,Planned,,Non-Asset,2018,2018-02-12,,
466028642,CAPITAL EQUIPMENT ACQUISITION,FIRE - FIRE PUMPER (1),Vehicles and Equipment,570874.72,Planned,,Non-Asset,2018,2018-02-12,,
1434089178,CAPITAL EQUIPMENT ACQUISITION,FIRE - MOBILE AIR COMPRESSOR UNIT (1),Vehicles and Equipment,600000,Planned,,Non-Asset,2018,2018-02-12,,
1589623361,CAPITAL EQUIPMENT ACQUISITION,OTHER ITEMS - CONTINGENCY,Vehicles and Equipment,80000,Planned,,Non-Asset,2018,2018-02-12,,
1996786735,CAPITAL EQUIPMENT ACQUISITION,OTHER ITEMS - INSURANCE,Vehicles and Equipment,30000,Planned,,Non-Asset,2018,2018-02-12,,
591079717,CAPITAL EQUIPMENT ACQUISITION,OTHER ITEMS - NCA REPAIRS,Vehicles and Equipment,548636.49,Planned,,Non-Asset,2018,2018-02-12,,
1218870111,CAPITAL EQUIPMENT ACQUISITION,OTHER ITEMS - PROFESSIONAL SERVICES,Vehicles and Equipment,10000,Planned,,Non-Asset,2018,2018-02-12,,
1080376675,CAPITAL EQUIPMENT ACQUISITION,POLICE - K-9 UNIT (1),Vehicles and Equipment,39678,Planned,,Non-Asset,2018,2018-02-12,,
1060875465,CAPITAL EQUIPMENT ACQUISITION,POLICE - MARKED PURSUIT SUV (23),Vehicles and Equipment,868020,Planned,,Non-Asset,2018,2018-02-12,,
758915797,CAPITAL EQUIPMENT ACQUISITION,POLICE - MOTORCYCLE (14),Vehicles and Equipment,285600,Planned,,Non-Asset,2018,2018-02-12,,
1832629605,CAPITAL EQUIPMENT ACQUISITION,POLICE - PASSENGER VAN (1),Vehicles and Equipment,36000,Planned,,Non-Asset,2018,2018-02-12,,
1467071481,CAPITAL EQUIPMENT ACQUISITION,POLICE - UNMARKED PURSUIT SUV (10),Vehicles and Equipment,331500,Planned,,Non-Asset,2018,2018-02-12,,
1676095052,COMPREHENSIVE REVENUE MANAGEMENT SYSTEM,New Revenue System,Administration/Sub-Award,1095736,Planned,,Non-Asset,2018,2018-02-12,,
463471763,ENTERPRISE RESOURCE PLANNING,Enterprise Accounting System - Infrastructure,Administration/Sub-Award,556000,Planned,,Non-Asset,2018,2018-02-12,,
1101474630,MAYOR'S UNSPECIFIED LOCAL OPTION,Funding of apprenticeship/work readiness organizations,Administration/Sub-Award,65000,Planned,,Non-Asset,2018,2018-02-12,,
541244188,MAYOR'S UNSPECIFIED LOCAL OPTION,Mayor's Unspecified Local Option,Administration/Sub-Award,300000,Planned,,Non-Asset,2018,2018-02-12,,
768422847,ADVANCED TRANSPORTATION AND CONGESTION MANAGEMENT TECHNOLOGIES DEVELOPMENT (ATCMTD),ATCMTD - Design Services,Engineering and Construction,2570726,Planned,,Non-Asset,2018,2018-02-12,,
586449757,BIKE SHARE,"Phase II - Planning, Engineering, and Siting",Engineering and Construction,66500,Planned,,Non-Asset,2018,2018-02-12,,
414683709,BRIDGE REPAIRS,Deck Preservations,Engineering and Construction,200000,Planned,,Non-Asset,2018,2018-02-12,,
1483286209,BRIDGE REPAIRS,Expansion Seal Replacement,Engineering and Construction,100000,Planned,,Non-Asset,2018,2018-02-12,,
28401941,BRIDGE REPAIRS,Inspection/Repair of Small City Spans (<20'),Engineering and Construction,200000,Planned,,Non-Asset,2018,2018-02-12,,
2101923885,BRIDGE REPAIRS,Scupper Cleaning,Engineering and Construction,100000,Planned,,Non-Asset,2018,2018-02-12,,
1001685265,COMPLETE STREETS,Baum-Centre Crossings,Engineering and Construction,100000,Planned,,Non-Asset,2018,2018-02-12,,Bloomfield
1410754824,COMPLETE STREETS,Brighton Road - Bike Infrastructure,Engineering and Construction,100000,Planned,,Non-Asset,2018,2018-02-12,,
1434277116,COMPLETE STREETS,Ellsworth Slow Street,Engineering and Construction,250000,Planned,,Non-Asset,2018,2018-02-12,,
630933327,COMPLETE STREETS,Grandview Avenue Traffic Calming,Engineering and Construction,50000,Planned,,Non-Asset,2018,2018-02-12,,
1388920088,COMPLETE STREETS,Neighborhood Traffic Calming Response,Engineering and Construction,360000,Planned,,Non-Asset,2018,2018-02-12,,
19010505,COMPLETE STREETS,Parkfield Street Traffic Calming,Engineering and Construction,20000,Planned,,Non-Asset,2018,2018-02-12,,
417961382,COMPLETE STREETS,Prospect Drive Traffic Calming,Engineering and Construction,20000,Planned,,Non-Asset,2018,2018-02-12,,
997812955,COMPLETE STREETS,Saline Street Traffic Calming,Engineering and Construction,50000,Planned,,Non-Asset,2018,2018-02-12,,
38649428,COMPLETE STREETS,South Dallas Avenue Road Diet,Engineering and Construction,100000,Planned,,Non-Asset,2018,2018-02-12,,
781551224,"DESIGN, CONSTRUCTION, AND INSPECTION SERVICES",Construction Management/Construction Inspection,Engineering and Construction,100000,Planned,,Non-Asset,2018,2018-02-12,,
1349042598,"DESIGN, CONSTRUCTION, AND INSPECTION SERVICES",Vision Zero Study,Engineering and Construction,300000,Planned,,Non-Asset,2018,2018-02-12,,
1432606856,DISTRICT 7 MOBILITY TRUST FUND,"Pedestrian Improvements, Mobility, and Infrastructure",Engineering and Construction,100000,Planned,,Non-Asset,2018,2018-02-12,,
1794716527,EAST CARSON STREET (PENNDOT),East Carson Street - Construction,Engineering and Construction,1500000,Planned,,Non-Asset,2018,2018-02-12,,
1570344567,FLEX BEAM GUIDERAILS AND FENCING,Contingency,Engineering and Construction,75000,Planned,,Non-Asset,2018,2018-02-12,,
2004454999,FLOOD CONTROL PROJECTS,Stormwater Improvements in Carrick,Engineering and Construction,350000,Planned,,Non-Asset,2018,2018-02-12,,
1528881208,FLOOD CONTROL PROJECTS,Streets Run - Redesign,Engineering and Construction,2500000,Planned,,Non-Asset,2018,2018-02-12,,
2122448353,FOUR MILE RUN,Four Mile Run - Design,Engineering and Construction,4000000,Planned,,Non-Asset,2018,2018-02-12,,
255077186,LIBERTY AVENUE (HSIP),Liberty Avenue (HSIP) - Preliminary Design,Engineering and Construction,300000,Planned,,Non-Asset,2018,2018-02-12,,
143087396,"PENN AVENUE RECONSTRUCTION, PHASE II (TIP)","Penn Avenue Reconstruction, Phase II - Final Design",Engineering and Construction,16000,Planned,,Non-Asset,2018,2018-02-12,,
785804382,"PENN AVENUE RECONSTRUCTION, PHASE II (TIP)","Penn Avenue Reconstruction, Phase II - Utility Clearance",Engineering and Construction,50000,Planned,,Non-Asset,2018,2018-02-12,,
9340870,RAMP AND PUBLIC SIDEWALK,ADA Compliant Ramps,Engineering and Construction,150000,Planned,,Non-Asset,2018,2018-02-12,,
512005925,RAMP AND PUBLIC SIDEWALK,Critical Sidewalk Gaps,Engineering and Construction,250000,Planned,,Non-Asset,2018,2018-02-12,,
19932800,RAMP AND PUBLIC SIDEWALK,Public Sidewalks,Engineering and Construction,150000,Planned,,Non-Asset,2018,2018-02-12,,
421416203,SMALLMAN STREET RECONSTRUCTION,Smallman Street Reconstruction,Engineering and Construction,11900000,Planned,,Non-Asset,2018,2018-02-12,,
974643338,STEP REPAIR AND REPLACEMENT,Repairs to City Steps,Engineering and Construction,360000,Planned,,Non-Asset,2018,2018-02-12,,
2111221477,STREET RESURFACING,Grant Street - Brick Repairs,Engineering and Construction,950000,Planned,,Non-Asset,2018,2018-02-12,,Central Business District
641977636,STREETSCAPE AND INTERSECTION RECONSTRUCTION,Liberty Avenue Complete Streets Upgrades with Crosswalks,Engineering and Construction,50000,Planned,,Non-Asset,2018,2018-02-12,,
339801633,STREETSCAPE AND INTERSECTION RECONSTRUCTION,South 21st Street Complete Green Streets,Engineering and Construction,4982045,Planned,,Non-Asset,2018,2018-02-12,,
2022935395,TRAIL DEVELOPMENT,Trolley Trail Phase 2,Engineering and Construction,350863.2,Planned,,Non-Asset,2018,2018-02-12,,
1045320165,CDBG ADMINISTRATION,CDBG Administration - Overall Administration,Administration/Sub-Award,55000,Planned,,Non-Asset,2018,2018-02-12,,
